Game_ID,Device_ID,Date_ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Rating,Daily_Active_Users,Weekly_Active_Users,Monthly_Active_Users,Downloads,Device_Type,Year,Name,Genre,Age,Age_Group,Price_Category,Targated_Audience,
G8168,DV006,DT040,0.13,0,0.04,0.01,0.18,1.852719967,3898,20442,49676,622362,UNKNOWN,,Otomedius Excellent,Shooter,20,15-30,Standard,Everyone,
G8169,DV002,DT029,0,0,0.18,0,0.18,3.327503831,11665,6422,35166,174177,PC,2008,Super Robot Taisen A Portable,Strategy,43,31-45, ,,
G8170,DV002,DT026,0.13,0.04,0,0.01,0.18,1.560550281,2988,16524,46117,925068,PC,2005,Juiced,Racing,21,15-30,Standard,Matured(17+),
G8171,DV002,DT024,0.13,0.05,0,0,0.18,1.077423724,8829,14469,51163,963606,PC,2003,Looney Tunes: Back in Action,Platform,25,15-30,Standard,Not Rated,
G8172,DV005,DT023,0.13,0.05,0,0,0.18,1.334527349,7849,27063,26543,20541,Mobile,2002,Virtua Tennis,Sports,15,15-30,Standard,Matured(17+),
G8173,DV002,DT027,0,0,0.18,0,0,1.701919633,10565,9001,21036,423175,PC,2006,Tales of the Tempest,Role-Playing,18,15-30,Free,Matured(17+),
G8174,DV005,DT029,0,0,0.18,0,0,2.068573584,12852,12414,19796,296777,Mobile,2008,SimCity Creator (JP sales),Simulation,44,31-45,Free,Matured(17+),
G8175,DV004,DT032,0,0,0.18,0,0.18,2.464005661,16979,24360,39926,236302,,2011,Biohazard: Revival Selection,,19,15-30,Standard,Not Rated,
G8176,DV003,DT029,0.09,0.07,0,0.02,0.18,1.959677514,16824,16569,48148,830811,Handheld,2008,Sonic Riders: Zero Gravity,Racing,19,15-30,Budget,Matured(17+),
G8177,DV004,DT032,0.06,0.09,0,0.02,0.18,1.002794325,19465,20932,37233,960858,,2011,Driver: San Francisco,Racing,36,31-45, ,Teen,
G8178,DV004,DT025,0.09,0.07,0,0.02,0.18,2.037645094,12853,10628,55564,959649,,2004,UFC: Sudden Impact,Fighting,,15-30,Standard,Matured(17+),
G8179,DV001,DT031,0.17,0,0,0.01,0.18,3.851373382,14730,16192,21646,71759,Console,2010,Shawn Johnson Gymnastics,Sports,,15-30,Standard,Not Rated,
G8180,DV005,DT022,0.09,0.07,0,0.02,0.18,1.767805179,8831,10203,11228,741001,Mobile,2001,NBA Hoopz,Sports,27,15-30,Standard,Teen,
G8181,DV001,DT032,0.11,0.05,0,0.01,0.18,2.134505235,13712,9555,22313,84287,Console,2011,Captain America: Super Soldier,Action,15,15-30,Standard,Not Rated,
G8182,DV003,DT031,0.12,0.04,0,0.01,0.18,3.240215523,1300,16427,40978,737652,Handheld,2010,TRON: Evolution,Action,19,15-30,Standard,Matured(17+),
G8183,DV003,DT026,0.16,0,0,0.01,0.18,4.368664368,5287,14238,14310,164636,Handheld,2005,Pac-Man World 3,Platform,24,15-30,Budget,Everyone,
G8184,DV004,DT022,0.13,0.05,0,0,0.18,3.261255134,9091,6630,27955,450984,,2001,ESPN X Games Skateboarding,Sports,19,15-30,Standard,Not Rated,
G8185,DV002,DT029,0.16,0,0,0.01,0.18,2.572620396,3716,28086,40283,389756,PC,2008,Nancy Drew: The Hidden Staircase,Adventure,16,15-30,Premium,Everyone,
G8186,DV005,DT031,0.17,0,0,0.01,0.18,4.310413447,4332,21778,40801,737164,Mobile,2010,Brunswick Cosmic Bowling,,29,15-30,Free,Not Rated,
G8187,DV002,DT026,0,0.13,0,0.03,0.18,2.915259863,14842,20263,29381,269048,PC,2005,Star Wars: Battlefront II,Shooter,42,31-45,Premium,Everyone,
G8188,DV002,DT021,0.1,0.07,0,0.01,0.18,2.678334457,8735,25253,32509,264545,PC,2000,Speedball 2100,Sports,17,15-30,Standard,Everyone,
G8189,DV005,DT022,0.1,0.07,0,0.01,0.18,3.056126705,14562,19281,25156,457412,Mobile,2001,LEGO Island 2: The Brickster's Revenge,Adventure,,15-30,Budget,Teen,
G8190,DV001,DT028,0.16,0,0,0.01,0.18,1.699040785,15767,12158,40925,981861,Console,2007,College Hoops 2K8,Sports,23,15-30,Standard,Teen,
G8191,DV001,DT037,0.03,0.13,0,0.01,0.18,4.864897014,1699,10976,22481,234286,Console,2016,FIFA 17,Sports,17,15-30,Standard,Matured(17+),
G8192,DV002,DT031,0.17,0,0,0.01,0.18,2.685116282,4488,15942,23787,788550,PC,2010,Fancy Nancy: Tea Party Time!,Adventure,55,46-60,Budget,Matured(17+),
G8193,DV003,DT025,0.13,0.05,0,0,0.18,3.222657027,4257,26261,20173,43861,Handheld,2004,Backyard Basketball,Sports,27,15-30,Standard,Not Rated,
G8194,DV002,DT029,0.13,0.04,0,0.01,0.18,3.633036407,1904,16436,18948,982664,PC,2008,Madden NFL 09,Sports,15,15-30,Standard,Teen,
G8195,DV003,DT026,0.13,0.05,0,0,0.18,2.840103095,10530,18589,38753,70470,Handheld,2005,Scooby-Doo! Unmasked,Platform,30,15-30,Standard,Not Rated,
G8196,DV001,DT027,0,0,0.18,0,0.18,1.816105126,15177,13372,12031,727419,Console,2006,Summon Night 4,Role-Playing,23,15-30,Budget,Everyone,
G8197,DV002,DT029,0,0,0.18,0,0.18,3.80062711,18071,8629,59634,867201,PC,2008,Pro Yaky? Spirits 5,Sports,,31-45,Standard,Matured(17+),
G8198,DV003,DT024,0.13,0.04,0,0.01,0.18,3.355125547,10309,12177,16807,701054,Handheld,2003,NHL 2004,Sports,26,15-30,Standard,Everyone,
G8199,DV004,DT026,0.13,0.04,0,0.01,0,3.284927878,13977,20092,53628,613748,,2005,Namco Museum: 50th Anniversary,Misc,26,15-30,Standard,Not Rated,
G8200,DV001,DT032,0.16,0,0,0.01,0.18,1.772474382,8166,8073,23021,393575,Console,2011,You Don't Know Jack,Misc,0,46-60,Budget,Matured(17+),
G8201,DV004,DT031,0,0.03,0,0.02,0.18,2.527092298,3477,19296,18505,390313,,2010,Marvel Super Hero Squad: The Infinity Gauntlet,Action,55,46-60,Standard,Matured(17+),
G8202,DV002,DT023,0.13,0.04,0,0.01,0,1.435884791,10360,16987,14677,672490,PC,2002,NFL 2K2,Sports,29,15-30,Standard,Not Rated,
G8203,DV003,DT028,0.15,0.02,0,0.01,0,3.174035633,3853,18244,47438,703710,Handheld,2007,My French Coach,Misc,22,15-30,Budget,Teen,
G8204,DV003,DT031,0.14,0.02,0,0.01,0.18,3.866577831,14581,10985,42941,257251,Handheld,2010,Camp Rock: The Final Jam,Misc,47,46-60,Standard,,
G8205,DV003,DT040,0.09,0.07,0,0.02,0.18,4.293333603,15180,9265,17284,253875,Handheld,,NBA Starting Five,,49,46-60,Budget,Everyone,
G8206,DV001,DT029,0.13,0.02,0.01,0.01,0.18,1.588450872,1008,21187,37646,635826,Console,2008,Castlevania Judgment,Fighting,44,31-45,Budget,Teen,
G8207,DV006,DT031,0.07,0.02,0.07,0.02,0.17,4.376844734,13683,26344,43794,552153,UNKNOWN,2010,Dead or Alive Paradise,Misc,35,31-45,Premium,Teen,
G8208,DV003,DT026,0.09,0.07,0,0.02,0.17,1.175224169,5759,29064,21708,15804,Handheld,2005,The Suffering: Ties That Bind,Action,28,15-30,Standard,Matured(17+),
G8209,DV005,DT031,0.11,0.04,0,0.02,0.17,1.241158026,15138,24458,34792,486727,Mobile,2010,Disney Sing It: Family Hits,Misc,22,15-30,Budget,Teen,
G8210,DV002,DT030,0,0.16,0,0.02,0.17,1.483898837,9256,17294,47127,856572,PC,2009,Ashes Cricket 2009,Sports,31,31-45,Standard,,
G8211,DV005,DT026,0.09,0,0,0.02,0.17,3.28868903,17902,10695,41136,999323,Mobile,2005,EyeToy: Kinetic,,20,15-30,Standard,Matured(17+),
G8212,DV001,DT030,0.16,0,0,0.01,0.17,3.56345043,8422,6193,47391,785281,Console,2009,Petz: Horseshoe Ranch,Adventure,22,15-30,Premium,,
G8213,DV002,DT022,0.09,0.07,0,0.02,0.17,4.383377739,15626,23092,26426,992467,PC,2001,Army Men: Sarge's Heroes 2,Shooter,30,15-30,Budget,Not Rated,
G8214,DV005,DT030,0.13,0.02,0,0.02,0.17,2.678989009,17196,16344,51802,101211,Mobile,2009,Stormrise,Strategy,32,31-45,Standard,Matured(17+),
G8215,DV002,DT034,0,0.08,0.08,0.01,0.17,4.010800836,15321,7955,42499,154585,PC,2013,Yu-Gi-Oh! Zexal World Duel Carnival,,18,15-30,Premium,Not Rated,
G8216,DV001,DT027,0,0,0.17,0,0.17,2.601969724,9365,10104,55533,639658,Console,2006,Winning Eleven: Pro Evolution Soccer 2007,Sports,28,15-30,Premium,,
G8217,DV005,DT032,0.09,0.05,0,0.03,0.17,3.349338064,18385,25518,53129,529756,Mobile,2011,Green Lantern: Rise of the Manhunters,Action,0,46-60,Budget,Everyone,
G8218,DV001,DT032,0,0.14,0,0.04,0.17,2.391045688,15950,20272,10960,602161,Console,2011,Monkey Island: Special Edition Collection,Adventure,15,15-30,Budget,Matured(17+),
G8219,DV005,DT030,0.07,0.09,0,0.02,0.17,1.264358661,12570,7319,33440,668793,Mobile,2009,Broken Sword: Shadows of the Templars - The Director's Cut,,26,15-30,Standard,Everyone,
G8220,DV001,DT021,0.1,0.07,0,0.01,0.17,4.41769281,15276,7289,19530,294167,Console,2000,The Wild Thornberrys: Animal Adventures,Adventure,32,31-45,Budget,Everyone,
G8221,DV005,DT032,0.04,0.1,0,0.04,0.17,1.192685925,16183,14594,40966,919528,Mobile,2011,MotoGP 10/11,Racing,37,31-45,Premium,Matured(17+),
G8222,DV001,DT037,0,0,0.17,0,0.17,1.723107066,14738,17521,58365,464358,Console,2016,Jikkyou Powerful Pro Baseball 2016,Sports,,15-30,Standard,Teen,
G8223,DV001,DT023,0.09,0.07,0,0.02,0.17,1.942867318,5162,6125,55170,987649,Console,2002,SEGA Bass Fishing Duel,Sports,29,15-30,Budget,,
G8224,DV005,DT040,0.13,0.05,0,0,0.17,2.406717572,9324,25134,34157,260921,Mobile,,Teen Titans,Action,15,15-30,Standard,Not Rated,
G8225,DV004,DT035,0.07,0.02,0.06,0.03,0.17,3.920892222,11359,26501,31347,24833,,2014,Hyperdimension Neptunia U: Action Unleashed,,21,15-30,Budget,Not Rated,
G8226,DV002,DT022,0.12,0.05,0,0,0.17,1.217209245,13421,13399,45202,763355,PC,2001,Sports Illustrated for Kids: Baseball,Sports,,15-30,Budget,Not Rated,
G8227,DV006,DT030,0.11,0.04,0,0.02,0.17,4.128444435,1888,29674,23125,470587,UNKNOWN,2009,Fairytale Fights,Action,20,15-30,Standard,Teen,
G8228,DV005,DT023,0.09,0.07,0,0.02,0.17,2.348040859,4288,25455,21377,942615,Mobile,2002,Mark Davis Pro Bass Challenge,Sports,,15-30,Standard,Everyone,
G8229,DV001,DT023,0.13,0.03,0,0,0,2.036493746,7542,10433,36697,493852,Console,2002,Rugrats: Royal Ransom,Platform,30,15-30,Premium,Matured(17+),
G8230,DV005,DT022,0.09,0.07,0,0.02,0,1.496086425,17515,9513,35784,150299,Mobile,2001,Warriors of Might and Magic,Adventure,30,15-30,Budget,,
G8231,DV001,DT027,0.13,0.03,0,0,0.17,1.857014729,3330,24249,14528,338740,Console,2006,Open Season,Platform,20,15-30,Budget,Everyone,
G8232,DV003,DT029,0.14,0.02,0,0.02,0.17,4.568696348,15418,14053,32445,442292,Handheld,2008,The Chronicles of Narnia: Prince Caspian,Action,0,15-30,Premium,Not Rated,
G8233,DV001,DT036,0.1,0.04,0,0.03,0.17,2.162416881,12496,23287,36176,973404,Console,2015,Back to the Future: The Game,Adventure,,15-30,Standard,Everyone,
G8234,DV003,DT035,0.11,0.05,0,0.02,0.17,4.557413896,7129,7298,51676,962893,Handheld,2014,Project Spark,Misc,16,15-30,Standard,Not Rated,
G8235,DV002,DT031,0.16,0,0,0.01,0.17,3.601308382,1340,20527,41052,990235,PC,2010,Backyard Sports Football: Rookie Rush,Sports,22,15-30,Budget,Everyone,
G8236,DV005,DT016,0.1,0.07,0,0.01,0.17,2.553757966,15332,10608,18773,138462,Mobile,1995,Street Fighter: The Movie,Fighting,28,15-30,Standard,Everyone,
G8237,DV001,DT028,0.09,0.02,0.06,0.01,0.17,1.383205613,5409,10558,51136,426146,Console,2007,Lost in Blue 3,Adventure,20,15-30,Standard,Not Rated,
G8238,DV004,DT025,0.12,0.05,0,0,0.17,3.746945268,16618,18950,34313,313710,,2004,World Championship Poker,Misc,30,15-30, ,Teen,
G8239,DV001,DT026,0,0,0.17,0,0.17,1.228248118,6190,28764,32412,942481,Console,2005,Global Defence Force,Shooter,18,15-30,Standard,Matured(17+),
G8240,DV005,DT029,0.16,0,0,0.01,0.17,3.14573385,8519,15627,50050,807189,Mobile,2008,Rapala Fishing Frenzy 2009,Sports,15,15-30,Budget,Everyone,
G8241,DV001,DT027,0.13,0.03,0,0,0.17,1.716173695,6720,19245,56091,677426,Console,2006,Major League Baseball 2K6,Sports,27,15-30,Standard,Not Rated,
G8242,DV001,DT030,0.16,0,0,0.01,0.17,3.624386414,3131,6949,50109,390036,Console,2009,Major League Baseball 2K9,Sports,30,15-30,Budget,Everyone,
G8243,DV002,DT030,0,0,0.17,0,0.17,1.859412976,10671,27837,59553,755018,PC,2009,SaGa 2: Hihou Densetsu - Goddess of Destiny,Role-Playing,17,15-30,Budget,Everyone,
G8244,DV002,DT023,0.08,0.07,0,0.02,0.17,1.881558246,12912,8637,49800,777985,PC,2002,Smash Court Tennis Pro Tournament,Sports,22,15-30,Free,,
G8245,DV004,DT032,0.07,0,0.01,0.03,0.17,4.08919261,13800,29457,31122,453809,,2011,The Cursed Crusade,Action,24,15-30,Premium,Matured(17+),
G8246,DV002,DT031,0,0,0.17,0,0,2.556989392,6175,28521,48872,798392,PC,2010,Super Robot Taisen L,Strategy,20,15-30,Premium,Not Rated,
G8247,DV004,DT027,0,0.03,0,0,0.17,4.962024135,5514,25110,10261,481165,,2006,The Grim Adventures of Billy & Mandy,Action,40,31-45,Standard,Everyone,
G8248,DV002,DT024,0.13,0.04,0,0.01,0.17,3.567160589,14059,8032,12642,178807,PC,2003,NBA Inside Drive 2004,Sports,47,46-60,Premium,Everyone,
G8249,DV001,DT019,0,0,0.16,0.01,0.17,3.760908859,13652,16907,23120,172491,Console,1998,The King of Fighters '97,Fighting,16,15-30,Budget,Everyone,
G8250,DV002,DT032,0.08,0.08,0,0.02,0.17,2.539380112,14138,20187,20565,856853,PC,2011,Dungeon Siege III,Role-Playing,22,15-30,Free,Not Rated,
G8251,DV002,DT032,0.16,0,0,0.01,0.17,1.158100702,6791,11222,54793,927198,PC,2011,Cabela's Big Game Hunter: Hunting Party,Sports,28,15-30,Free,Not Rated,
G8252,DV001,DT017,0.1,0.07,0,0.01,0.17,1.158753265,18371,20003,41405,774464,Console,1996,Time Commando,,33,31-45,Budget,Matured(17+),
G8253,DV005,DT028,0.16,0,0,0.01,0.17,4.673755569,6786,29620,45851,101095,Mobile,2007,Professional Fisherman's Tour: Northern Hemisphere,Sports,30,15-30,Budget,Teen,
G8254,DV004,DT029,0.16,0,0,0.01,0.17,4.22539035,3760,17939,38873,489627,,2008,Iron Chef America: Supreme Cuisine,Simulation,23,15-30,Free,Matured(17+),
G8255,DV001,DT028,0,0,0.17,0,0.17,4.488072366,15506,28076,49274,757082,Console,2007,Kekkaishi: Karasumori Ayakashi Kidan,Action,19,15-30,Standard,Matured(17+),
G8256,DV005,DT025,0.08,0.07,0,0.02,0.17,1.956123019,19495,25454,42684,884855,Mobile,2004,Gretzky NHL 2005,Sports,24,15-30,Budget,Everyone,
G8257,DV005,DT029,0.13,0.03,0,0.02,0.17,3.08809342,4186,18090,56442,688645,Mobile,2008,FaceBreaker,Fighting,44,31-45,Free,Everyone,
G8258,DV005,DT030,0.16,0,0,0.01,0.17,4.691926531,7543,10760,59516,328471,Mobile,2009,Squeeballs Party,Puzzle,16,15-30,Standard,Matured(17+),
G8259,DV006,DT029,0.16,0,0,0.01,0.17,3.760986135,10571,27789,40285,761512,UNKNOWN,2008,NCAA Football 09 All-Play,Sports,27,15-30,Standard,,
G8260,DV001,DT036,0,0,0.17,0,0.17,2.950324012,3680,11324,49626,155917,Console,2015,Yakuza Zero: The Place of Oath,Action,28,15-30,Standard,Teen,
G8261,DV004,DT024,0.13,0.03,0,0,0,2.355379449,10366,16288,11919,283781,,2003,The Hobbit,Platform,46,46-60,Standard,Teen,
G8262,DV002,DT033,0.07,0.08,0,0.02,0.17,2.19461555,18026,25531,10875,462943,PC,2012,The Secret World,Role-Playing,60,46-60,Standard,Teen,
G8263,DV001,DT029,0.15,0.01,0,0.01,0.17,1.703884712,2319,19720,29750,10699,Console,2008,NHL 2K9,Sports,45,31-45,Free,Teen,
G8264,DV003,DT027,0.16,0.01,0,0.01,0.17,4.904731222,19342,23286,58131,18843,Handheld,2006,X-Men: The Official Game,Action,25,15-30,Budget,Not Rated,
G8265,DV005,DT026,0.13,0.03,0,0,0.17,1.70561181,8107,18839,25740,314940,Mobile,2005,True Crime: New York City,Action,20,15-30,Budget,Matured(17+),
G8266,DV006,DT024,0.13,0.04,0,0.01,0.17,2.51961822,7967,6311,35011,221939,UNKNOWN,2003,Metal Arms: Glitch in the System,Shooter,57,46-60,Premium,Everyone,
G8267,DV002,DT032,0.08,0.06,0,0.03,0.17,1.808765612,2192,27909,59105,435445,PC,2011,PlayStation Move Heroes,Platform,42,31-45,Budget,Matured(17+),
G8268,DV001,DT033,0,0,0.17,0,0.17,1.331856364,7389,25128,28305,299777,Console,2012,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,Action,24,15-30,Budget,Teen,
G8269,DV005,DT030,0.08,0.07,0,0.02,0.17,3.810318273,1746,22927,48713,341695,Mobile,2009,Ice Age: Dawn of the Dinosaurs,Action,25,15-30,Free,Matured(17+),
G8270,DV001,DT022,0,0.05,0,0,0.17,3.447232663,19808,11318,33357,271953,Console,2001,ESPN Final Round Golf 2002,Sports,30,15-30,Premium,Everyone,
G8271,DV001,DT022,0.08,0.07,0,0.02,0.17,2.585251424,9549,27275,43444,864711,Console,2001,MDK2 Armageddon,,0,15-30,Budget,Matured(17+),
G8272,DV005,DT024,0.13,0.04,0,0.01,0.17,2.332759801,7691,7039,33516,438079,Mobile,2003,Exhibition Volume 02,,30,15-30,Standard,Not Rated,
G8273,DV002,DT030,0.08,0.07,0,0.02,0.17,1.47212484,4709,29093,32879,837282,PC,2009,Watchmen: The End is Nigh - The Complete Experience,Action,15,15-30,Premium,,
G8274,DV001,DT026,0.13,0.03,0,0,0.17,1.486228695,11378,29766,35522,297236,Console,2005,Fight Night Round 2,Fighting,0,15-30,Budget,Teen,
G8275,DV005,DT027,0.13,0.03,0,0.01,0.17,1.986722149,12306,9476,37023,353608,Mobile,2006,Sudoku Gridmaster,,0,15-30,Standard,Teen,
G8276,DV002,DT022,0,0.07,0,0.01,0.17,3.394886591,12852,24051,47140,236664,PC,2001,Disney's Atlantis: The Lost Empire,Platform,,15-30,Budget,Not Rated,
G8277,DV006,DT020,0,0,0.17,0,0.17,4.040246849,18992,26263,54707,779617,UNKNOWN,1999,Power Pro Kun Pocket,Sports,29,15-30,Budget,Matured(17+),
G8278,DV002,DT019,0,0,0.17,0,0.17,4.859050799,16501,24065,38553,740180,PC,1998,The King of Fighters '97,Fighting,26,15-30,Standard,Teen,
G8279,DV003,DT031,0,0,0.17,0,0.17,2.061438712,2856,17723,21704,674604,Handheld,2010,Tamagotchi no Narikiri Challenge,Action,43,31-45,Standard,Matured(17+),
G8280,DV003,DT029,0.16,0,0,0.01,0.17,1.370332045,8289,20621,38685,406570,Handheld,2008,Goosebumps HorrorLand,Adventure,,31-45,Free,Not Rated,
G8281,DV002,DT035,0.06,0.04,0.04,0.03,0.17,2.856409402,15723,11688,50632,671204,PC,2014,One Piece: Unlimited World Red,Action,34,31-45,Budget,Not Rated,
G8282,DV002,DT020,0,0,0.16,0.01,0.17,3.328332703,14342,18428,17561,98227,PC,1999,Space Battleship Yamato: Harukanaru Hoshi Iscandar,Strategy,40,31-45,Free,Teen,
G8283,DV002,DT020,0,0,0.16,0.01,0.17,2.949898859,16627,9324,38461,822834,PC,1999,Sound Novel Evolution 1: Otogirisou Sosei-Hen,,27,15-30, ,Teen,
G8284,DV001,DT028,0.15,0.01,0,0.01,0.17,3.935503417,13639,20980,48044,176980,Console,2007,Dementium: The Ward,Shooter,0,15-30,Standard,Not Rated,
G8285,DV005,DT025,0.13,0.04,0,0.01,0.17,4.285422735,15564,17887,52255,656185,Mobile,2004,Psi-Ops: The Mindgate Conspiracy,Shooter,21,15-30,Standard,Not Rated,
G8286,DV001,DT024,0.13,0.04,0,0.01,0.17,2.235183915,10759,6218,33439,375858,Console,2003,SWAT: Global Strike Team,Shooter,29,15-30,Standard,Everyone,
G8287,DV002,DT031,0.05,0.08,0,0.04,0.17,4.136320008,17051,8834,22641,267101,PC,2010,Despicable Me: The Game,,20,15-30,Free,Everyone,
G8288,DV005,DT026,0.08,0.07,0,0.02,0.17,4.931129733,14990,22645,46222,867378,Mobile,2005,MX World Tour Featuring Jamie Little,Racing,38,31-45,Standard,Everyone,
G8289,DV003,DT024,0.08,0.07,0,0.02,0.17,4.663891881,17465,19438,15190,870933,Handheld,2003,Goblin Commander: Unleash the Horde,Strategy,27,15-30,Standard,Matured(17+),
G8290,DV004,DT026,0.12,0.05,0,0,0.17,1.23541366,11139,10540,31279,37797,,2005,Hello Kitty: Happy Party Pals,Misc,17,15-30,Premium,Everyone,
G8291,DV001,DT030,0,0,0,0.01,0.17,3.771779831,15317,18653,48002,434977,Console,2009,Ringling Bros. and Barnum & Bailey: Circus Friends,Action,,46-60,Budget,Everyone,
G8292,DV001,DT029,0.08,0.07,0,0.02,0.17,2.27099567,8456,27198,39426,275690,Console,2008,Backyard NFL Football '09,,37,31-45,Free,Everyone,
G8293,DV002,DT021,0.08,0.07,0,0.02,0.17,3.037856922,5493,22103,27390,36002,PC,2000,World Destruction League: Thunder Tanks,,22,15-30,Premium,Not Rated,
G8294,DV002,DT037,0.03,0,0.14,0,0.17,3.676498179,16696,25961,39379,880309,PC,2016,Shin Megami Tensei IV: Final,Role-Playing,56,46-60,Standard,Matured(17+),
G8295,DV002,DT030,0.01,0.12,0,0.03,0.17,2.069614085,15854,26878,48406,242090,PC,2009,Age of Empires III: Complete Collection,Strategy,18,15-30,Budget,Matured(17+),
G8296,DV003,DT027,0.12,0.04,0,0.01,0.17,3.275627379,1570,7682,50975,618097,Handheld,2006,Finding Nemo: Escape to the Big Blue,Action,26,15-30,Standard,Everyone,
G8297,DV003,DT030,0.08,0.07,0,0.02,0.17,3.894239161,9629,5800,11885,990756,Handheld,2009,Backyard Baseball '10,Sports,0,15-30,Standard,Teen,
G8298,DV002,DT018,0,0,0.16,0.01,0.17,4.641320474,1854,27060,23693,741722,PC,1997,Resident Evil Director's Cut: Dual Shock Edition,Action,44,31-45,Standard,Not Rated,
G8299,DV001,DT031,0.1,0.04,0,0.02,0.17,2.350164236,5046,21782,57186,370316,Console,2010,The Lord of the Rings: Aragorn's Quest,,0,31-45,Standard,Teen,
G8300,DV006,DT027,0.15,0.01,0,0.01,0.17,4.16434992,13405,18168,15203,621031,UNKNOWN,2006,Top Spin 2,Sports,20,15-30,Budget,Not Rated,
G8301,DV002,DT031,0.06,0.07,0.04,0.01,0.17,1.886842726,16886,8955,27964,100097,PC,2010,N3 II: Ninety-Nine Nights,,16,15-30,Premium,Everyone,
G8302,DV003,DT017,0,0,0.16,0.01,0.17,2.232525329,9170,22956,48873,945351,Handheld,1996,The King of Fighters '95,Fighting,25,15-30,Budget,Not Rated,
G8303,DV003,DT024,0.08,0.07,0,0.02,0.17,1.679473849,12757,22160,38635,602398,Handheld,2003,RoadKill,Action,19,15-30,Premium,Teen,
G8304,DV002,DT024,0,0,0.17,0,0,3.848512662,15932,9702,32822,610570,PC,2003,Hanjuku Eiyuu Tai 3D,Role-Playing,24,15-30,Budget,Matured(17+),
G8305,DV004,DT028,0,0,0.17,0,0.17,1.999348661,3285,10301,42442,754628,,2007,.hack//G.U. Vol.3//Redemption,Role-Playing,,15-30,Standard,Not Rated,
G8306,DV002,DT031,0.16,0,0,0.01,0.17,3.567345055,4705,22264,16183,182062,PC,2010,Chuck E. Cheese's Party Games,,25,15-30,Standard,Teen,
G8307,DV001,DT021,0,0,0.17,0,0.17,2.174916308,14194,27822,18928,382111,Console,2000,Super Robot Taisen Compact 2 Dai-1-Bu,Strategy,18,15-30,Budget,Matured(17+),
G8308,DV004,DT024,0.13,0.03,0,0,0.17,1.389533119,8493,29368,14024,209934,,2003,Looney Tunes: Back in Action,Platform,34,31-45,Budget,Not Rated,
G8309,DV004,DT026,0.12,0.05,0,0,0.17,2.01113367,1636,20276,13920,216229,,2005,Tak: The Great Juju Challenge,Platform,55,46-60,Standard,Not Rated,
G8310,DV001,DT030,0,0,0.17,0,0.17,3.975137949,2049,26523,24512,440598,Console,2009,Macross Ultimate Frontier,Action,18,15-30,Budget,Everyone,
G8311,DV003,DT029,0,0,0,0.01,0.17,2.285170802,18604,12931,27506,83929,Handheld,2008,Cabela's Legendary Adventures,Sports,15,15-30,Budget,Not Rated,
G8312,DV005,DT031,0.16,0,0,0.01,0.17,3.262049511,1170,22260,22686,488619,Mobile,2010,Jillian Michaels Fitness Ultimatum 2011,Sports,59,46-60,Premium,Everyone,
G8313,DV002,DT028,0.07,0.07,0,0.03,0.17,1.015031517,4863,22218,37674,787679,PC,2007,Pursuit Force: Extreme Justice,Action,60,46-60,Free,Everyone,
G8314,DV005,DT040,0.16,0,0,0.01,0.17,4.201599347,5146,5805,51501,231146,Mobile,,Backbreaker,Sports,19,15-30,Budget,Everyone,
G8315,DV002,DT024,0.13,0,0,0.01,0.17,1.808814946,6761,22358,46536,572384,PC,2003,Hunter: The Reckoning Redeemer,Action,,15-30,Standard,,
G8316,DV001,DT029,0.03,0.12,0,0.01,0.17,1.487380129,2958,10851,17730,737463,Console,2008,The Rise of the Argonauts,Role-Playing,19,15-30,Standard,Matured(17+),
G8317,DV005,DT027,0.13,0.02,0,0.02,0.17,3.04021505,16356,22927,14173,236559,Mobile,2006,NHL 07,Sports,57,46-60,Budget,Teen,
G8318,DV005,DT034,0,0.03,0.14,0,0,3.286663154,19492,9529,58686,847912,Mobile,2013,Pro Evolution Soccer 2014,Action,21,15-30,Budget,Everyone,
G8319,DV001,DT020,0,0,0.17,0,0.17,1.270981497,18791,9127,19088,136999,Console,1999,Tokyo Xtreme Racer,Racing,26,15-30,Budget,Everyone,
G8320,DV005,DT019,0.05,0.04,0.07,0.01,0.17,3.130524063,3712,23076,33449,384255,Mobile,1998,Fighter Maker,Fighting,18,15-30,Standard,,
G8321,DV003,DT028,0.16,0,0,0.01,0.17,1.743080014,4456,17589,43177,424309,Handheld,2007,Bee Movie Game,Action,17,15-30,Budget,Matured(17+),
G8322,DV003,DT030,0.16,0,0,0.01,0.17,1.221623759,18062,12891,18463,583421,Handheld,2009,Backyard NFL Football '10,Sports,0,15-30,Premium,Not Rated,
G8323,DV003,DT029,0.04,0.12,0,0.02,0.17,4.064296395,8962,24999,18094,803801,Handheld,2008,Professor Heinz Wolff's Gravity,Puzzle,18,15-30,Standard,,
G8324,DV001,DT025,0.13,0.04,0,0.01,0.17,2.46229806,13475,27387,41296,99650,Console,2004,Thief: Deadly Shadows,Action,25,15-30,Standard,Matured(17+),
G8325,DV004,DT030,0,0.15,0,0.02,0.17,3.506875028,2896,9332,50475,323579,,2009,Buzz! Brain of the UK,Misc,18,15-30,Standard,Matured(17+),
G8326,DV003,DT029,0.16,0,0,0.01,0,3.115315743,13877,17080,47007,308513,Handheld,2008,NBA 09: The Inside,Sports,19,15-30,Free,Everyone,
